,Kingdom,Phylum,Class,Order,Family,Genus
ASV_V3V401086,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Chroococcidiopsis_PCC-6712
ASV_V3V401087,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_4,Anaerosolibacter
ASV_V3V401088,Bacteria,Chloroflexi,Dehalococcoidia,FW22,,
ASV_V3V401089,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfovirga
ASV_V3V401090,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,
ASV_V3V401091,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Halothiobacillus
ASV_V3V401092,Bacteria,Patescibacteria,Gracilibacteria,,,
ASV_V3V401093,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV_V3V401094,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V401095,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,Aliifodinibius
ASV_V3V401097,Bacteria,Chloroflexi,Anaerolineae,,,
ASV_V3V401098,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
ASV_V3V401100,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V401101,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Thiohalomonas
ASV_V3V401102,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter
ASV_V3V401104,Bacteria,Acidobacteria,Subgroup_15,,,
ASV_V3V401105,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV_V3V401106,Bacteria,Acidobacteria,Subgroup_9,,,
ASV_V3V401107,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,,
ASV_V3V401108,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Stigmatella
ASV_V3V401109,Bacteria,,,,,
ASV_V3V401110,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23
ASV_V3V401111,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,
ASV_V3V401112,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Sideroxydans
ASV_V3V401113,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,
ASV_V3V401114,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV_V3V401115,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V401116,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Marixanthomonas
ASV_V3V401117,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiohalocapsa
ASV_V3V401120,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Motilimonas
ASV_V3V401121,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,
ASV_V3V401122,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V401123,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401125,Bacteria,Patescibacteria,Parcubacteria,GWB1-42-6,,
ASV_V3V401126,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401128,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401129,Bacteria,Proteobacteria,Deltaproteobacteria,DTB120,,
ASV_V3V401130,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,AB-539-J10,SCGC-AB-539-J10
ASV_V3V401131,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix
ASV_V3V401132,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV_V3V401133,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Owenweeksia
ASV_V3V401134,Bacteria,Chloroflexi,KD4-96,,,
ASV_V3V401140,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V401142,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V401143,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,,
ASV_V3V401144,Bacteria,WS2,,,,
ASV_V3V401147,Bacteria,Acidobacteria,Subgroup_21,,,
ASV_V3V401148,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Thiogranum
ASV_V3V401149,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23
ASV_V3V401150,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV_V3V401151,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Fonticella
ASV_V3V401152,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),PAUC26f
ASV_V3V401154,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,
ASV_V3V401156,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V401158,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,
ASV_V3V401159,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,,
ASV_V3V401160,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,
ASV_V3V401161,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Marinilabilia
ASV_V3V401162,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_V3V401163,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,ADurb.Bin120
ASV_V3V401164,Bacteria,Schekmanbacteria,,,,
ASV_V3V401165,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,
ASV_V3V401166,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,
ASV_V3V401167,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401168,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V401169,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401170,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V401171,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV_V3V401172,Bacteria,Planctomycetes,Phycisphaerae,DG-20,,
ASV_V3V401173,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401175,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV_V3V401176,Bacteria,Chloroflexi,Anaerolineae,,,
ASV_V3V401177,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V401178,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV_V3V401179,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V401180,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta
ASV_V3V401181,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum
ASV_V3V401184,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira
ASV_V3V401186,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401187,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus
ASV_V3V401189,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_V3V401190,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401191,Bacteria,,,,,
ASV_V3V401192,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401194,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,
ASV_V3V401195,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Sva1033,
ASV_V3V401196,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_V3V401197,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,
ASV_V3V401199,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,
ASV_V3V401200,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,
ASV_V3V401201,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,
ASV_V3V401202,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V401204,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,
ASV_V3V401205,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
ASV_V3V401210,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V401211,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401212,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401213,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira
ASV_V3V401214,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Pseudohaliea
ASV_V3V401215,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V401217,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
ASV_V3V401219,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Nodosilineaceae,
ASV_V3V401220,Bacteria,,,,,
ASV_V3V401223,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV_V3V401224,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,
ASV_V3V401225,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV_V3V401226,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401227,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V401228,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,AB-539-J10,SCGC-AB-539-J10
ASV_V3V401229,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401230,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V401231,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401232,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,
ASV_V3V401236,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thiohalophilus
ASV_V3V401238,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Sideroxydans
ASV_V3V401239,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Bryobacter
ASV_V3V401240,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,
ASV_V3V401241,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_V3V401242,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,
ASV_V3V401247,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robiginitalea
ASV_V3V401248,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V401249,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401251,Bacteria,Tenericutes,Mollicutes,Izimaplasmatales,Izimaplasmataceae,Izimaplasma
ASV_V3V401252,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Candidatus_Anammoximicrobium
ASV_V3V401253,Bacteria,Zixibacteria,,,,
ASV_V3V401254,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,AB-539-J10,SCGC-AB-539-J10
ASV_V3V401255,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV_V3V401258,Bacteria,Chloroflexi,Dehalococcoidia,FW22,,
ASV_V3V401259,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix
ASV_V3V401260,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401262,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Sva1033,
ASV_V3V401263,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_V3V401264,Bacteria,Chloroflexi,Dehalococcoidia,FW22,,
ASV_V3V401265,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
ASV_V3V401266,Bacteria,Verrucomicrobia,Verrucomicrobiae,S-BQ2-57_soil_group,,
ASV_V3V401268,Bacteria,Patescibacteria,ABY1,Candidatus_Kuenenbacteria,,
ASV_V3V401269,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V401270,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geoalkalibacter
ASV_V3V401271,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,
ASV_V3V401273,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,GWE2-31-10
ASV_V3V401274,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter
ASV_V3V401275,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_12
ASV_V3V401276,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401278,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robiginitalea
ASV_V3V401279,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,
ASV_V3V401280,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401281,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV_V3V401282,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,IheB3-7
ASV_V3V401283,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_V3V401284,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V401285,Bacteria,Actinobacteria,0319-7L14,,,
ASV_V3V401286,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,,
ASV_V3V401287,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,
ASV_V3V401288,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_V3V401289,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,,
ASV_V3V401290,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V401291,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus
ASV_V3V401292,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_2,Alkaliphilus
ASV_V3V401295,Bacteria,Omnitrophicaeota,,,,
ASV_V3V401296,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Demequina
ASV_V3V401297,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401301,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V401302,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
ASV_V3V401303,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,
ASV_V3V401305,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geothermobacter
ASV_V3V401306,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401307,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,
ASV_V3V401308,Bacteria,Poribacteria,,,,
ASV_V3V401309,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV_V3V401310,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,
ASV_V3V401313,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geothermobacter
ASV_V3V401314,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
ASV_V3V401315,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,
ASV_V3V401316,Bacteria,Acetothermia,Acetothermiia,,,
ASV_V3V401317,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group
ASV_V3V401318,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,MidBa8,
ASV_V3V401319,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401320,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,,
ASV_V3V401322,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401323,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum
ASV_V3V401325,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV_V3V401326,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV_V3V401330,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401331,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_V3V401332,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V401333,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas
ASV_V3V401334,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
ASV_V3V401336,Bacteria,Omnitrophicaeota,,,,
ASV_V3V401337,Bacteria,Nitrospirae,4-29-1,,,
ASV_V3V401338,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,,
ASV_V3V401339,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,
ASV_V3V401340,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,
ASV_V3V401341,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V401344,Bacteria,Chloroflexi,Dehalococcoidia,MSBL5,,
ASV_V3V401345,Bacteria,Schekmanbacteria,,,,
ASV_V3V401346,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Pelagibius
ASV_V3V401347,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV_V3V401348,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,
ASV_V3V401349,Bacteria,TA06,,,,
ASV_V3V401350,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Oceanirhabdus
ASV_V3V401351,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira
ASV_V3V401353,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,,
ASV_V3V401354,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401355,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robiginitalea
ASV_V3V401357,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401358,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas
ASV_V3V401360,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401361,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V401362,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V401363,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,
ASV_V3V401364,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV_V3V401365,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V401366,Bacteria,,,,,
ASV_V3V401367,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV_V3V401369,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V401370,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,PHOS-HE36,
ASV_V3V401371,Bacteria,Proteobacteria,Gammaproteobacteria,B2M28,,
ASV_V3V401372,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
ASV_V3V401373,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halovulum
ASV_V3V401374,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401375,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V401377,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peregrinibacteria,,
ASV_V3V401378,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus
ASV_V3V401380,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geothermobacter
ASV_V3V401381,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,
ASV_V3V401382,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Thiobios
ASV_V3V401384,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Halothiobacillus
ASV_V3V401385,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_V3V401386,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,
ASV_V3V401387,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,,
ASV_V3V401388,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV_V3V401390,Bacteria,Acidobacteria,Subgroup_18,,,
ASV_V3V401391,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV_V3V401392,Bacteria,Chloroflexi,Anaerolineae,,,
ASV_V3V401394,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Sva1033,
ASV_V3V401397,Bacteria,Gemmatimonadetes,S0134_terrestrial_group,,,
ASV_V3V401398,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatitalea
ASV_V3V401399,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV_V3V401400,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,
ASV_V3V401404,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401405,Bacteria,Chloroflexi,Dehalococcoidia,661239,,
ASV_V3V401406,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401407,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401408,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thiohalophilus
ASV_V3V401409,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus
ASV_V3V401410,Bacteria,Chloroflexi,,,,
ASV_V3V401411,Bacteria,Proteobacteria,Gammaproteobacteria,B108,,
ASV_V3V401412,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Tepidibacter
ASV_V3V401413,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
ASV_V3V401414,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter
ASV_V3V401415,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,mle1-7
ASV_V3V401416,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,
ASV_V3V401420,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V401421,Bacteria,Acidobacteria,Subgroup_18,,,
ASV_V3V401423,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV_V3V401424,Bacteria,Proteobacteria,Deltaproteobacteria,NKB15,,
ASV_V3V401425,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium
ASV_V3V401426,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V401427,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V401428,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401429,Bacteria,Patescibacteria,Parcubacteria,,,
ASV_V3V401430,Bacteria,Acidobacteria,d142,,,
ASV_V3V401433,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfofustis
ASV_V3V401434,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosalsimonas
ASV_V3V401435,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V401436,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,MSBL7
ASV_V3V401438,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,
ASV_V3V401439,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401440,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,,
